          TOTIM      layer1_001      layer2_001
       56395.00       -43.00000       -68.09402
       56468.05       -43.00000       -68.09390
       56541.10       -43.00000       -68.09439
       56614.15       -43.00000       -68.09425
       56687.20       -43.00000       -68.09473
       56760.25       -43.00000       -68.09463
       56833.30       -43.00000       -68.09510
       56906.35       -43.00000       -68.09498
       56979.40       -43.00000       -68.09546
       57052.45       -43.00000       -68.09531
       57125.50       -43.00000       -68.09579
       57198.55       -43.00000       -68.09566
       57271.61       -43.00000       -68.09615
       57344.66       -43.00000       -68.09604
       57417.71       -43.00000       -68.09651
       57490.76       -43.00000       -68.09634
       57563.81       -43.00000       -68.09681
       57636.86       -43.00000       -68.09668
       57709.91       -43.00000       -68.09711
       57782.96       -43.00000       -68.09698
       57856.01       -43.00000       -68.09746
       57929.06       -43.00000       -68.09729
       58002.11       -43.00000       -68.09775
       58075.16       -43.00000       -68.09760
       58148.21       -43.00000       -68.09805
       58221.27       -43.00000       -68.09792
       58294.32       -43.00000       -68.09838
       58367.37       -43.00000       -68.09822
       58440.42       -43.00000       -68.09869
       58513.47       -43.00000       -68.09854
       58586.52       -43.00000       -68.09895
       58659.57       -43.00000       -68.09879
       58732.62       -43.00000       -68.09924
       58805.67       -43.00000       -68.09906
       58878.72       -43.00000       -68.09952
       58951.77       -43.00000       -68.09936
       59024.82       -43.00000       -68.09979
       59097.88       -43.00000       -68.09963
       59170.93       -43.00000       -68.10007
       59243.98       -43.00000       -68.09988
       59317.03       -43.00000       -68.10033
       59390.08       -43.00000       -68.10018
       59463.13       -43.00000       -68.10059
       59536.18       -43.00000       -68.10041
       59609.23       -43.00000       -68.10086
       59682.28       -43.00000       -68.10065
       59755.33       -43.00000       -68.10108
       59828.38       -43.00000       -68.10091
       59901.43       -43.00000       -68.10134
       59974.48       -43.00000       -68.10116
       60047.54       -43.00000       -68.10157
       60120.59       -43.00000       -68.10136
       60193.64       -43.00000       -68.10177
       60266.69       -43.00000       -68.10159
       60339.74       -43.00000       -68.10198
       60412.79       -43.00000       -68.10181
       60485.84       -43.00000       -68.10222
       60558.89       -43.00000       -68.10200
       60631.94       -43.00000       -68.10241
       60704.99       -43.00000       -68.10222
       60778.04       -43.00000       -68.10265
       60851.09       -43.00000       -68.10246
       60924.14       -43.00000       -68.10287
       60997.20       -43.00000       -68.10265
       61070.25       -43.00000       -68.10304
       61143.30       -43.00000       -68.10284
       61216.35       -43.00000       -68.10322
       61289.40       -43.00000       -68.10302
       61362.45       -43.00000       -68.10337
       61435.50       -43.00000       -68.10310
       61508.55       -43.00000       -68.10345
       61581.60       -43.00000       -68.10318
       61654.65       -43.00000       -68.10351
       61727.70       -43.00000       -68.10325
       61800.75       -43.00000       -68.10358
       61873.80       -43.00000       -68.10330
       61946.86       -43.00000       -68.10365
       62019.91       -43.00000       -68.10337
       62092.96       -43.00000       -68.10366
       62166.01       -43.00000       -68.10338
       62239.06       -43.00000       -68.10370
       62312.11       -43.00000       -68.10339
       62385.16       -43.00000       -68.10371
       62458.21       -43.00000       -68.10345
       62531.26       -43.00000       -68.10376
       62604.31       -43.00000       -68.10348
       62677.36       -43.00000       -68.10380
       62750.41       -43.00000       -68.10349
       62823.46       -43.00000       -68.10381
       62896.52       -43.00000       -68.10352
       62969.57       -43.00000       -68.10384
       63042.62       -43.00000       -68.10355
       63115.67       -43.00000       -68.10385
       63188.72       -43.00000       -68.10353
       63261.77       -43.00000       -68.10384
       63334.82       -43.00000       -68.10355
       63407.87       -43.00000       -68.10385
       63480.92       -43.00000       -68.10358
       63553.97       -43.00000       -68.10388
       63627.02       -43.00000       -68.10355
       63700.07       -43.00000       -68.10385
       63773.12       -43.00000       -68.10356
       63846.18       -43.00000       -68.10384
       63919.23       -43.00000       -68.10355
       63992.28       -43.00000       -68.10387
       64065.33       -43.00000       -68.10355
       64138.38       -43.00000       -68.10387
       64211.43       -43.00000       -68.10357
       64284.48       -43.00000       -68.10387
       64357.53       -43.00000       -68.10357
       64430.58       -43.00000       -68.10387
       64503.63       -43.00000       -68.10356
       64576.68       -43.00000       -68.10387
       64649.73       -43.00000       -68.10357
       64722.79       -43.00000       -68.10384
       64795.84       -43.00000       -68.10354
       64868.89       -43.00000       -68.10384
       64941.94       -43.00000       -68.10352
       65014.99       -43.00000       -68.10384
       65088.04       -43.00000       -68.10355
       65161.09       -43.00000       -68.10384
       65234.14       -43.00000       -68.10354
       65307.19       -43.00000       -68.10387
       65380.24       -43.00000       -68.10353
       65453.29       -43.00000       -68.10384
       65526.34       -43.00000       -68.10355
       65599.39       -43.00000       -68.10383
       65672.44       -43.00000       -68.10352
       65745.48       -43.00000       -68.10382
       65818.53       -43.00000       -68.10349
       65891.58       -43.00000       -68.10380
       65964.62       -43.00000       -68.10351
       66037.67       -43.00000       -68.10382
       66110.72       -43.00000       -68.10353
       66183.77       -43.00000       -68.10390
       66256.81       -43.00000       -68.10363
       66329.86       -43.00000       -68.10400
       66402.91       -43.00000       -68.10380
       66475.95       -43.00000       -68.10413
       66549.00       -43.00000       -68.10392
       66622.05       -43.00000       -68.10429
       66695.09       -43.00000       -68.10403
       66768.14       -43.00000       -68.10441
       66841.19       -43.00000       -68.10418
       66914.23       -43.00000       -68.10455
       66987.28       -43.00000       -68.10433
       67060.33       -43.00000       -68.10473
       67133.38       -43.00000       -68.10447
       67206.42       -43.00000       -68.10484
       67279.47       -43.00000       -68.10462
       67352.52       -43.00000       -68.10497
       67425.56       -43.00000       -68.10474
       67498.61       -43.00000       -68.10513
       67571.66       -43.00000       -68.10491
       67644.70       -43.00000       -68.10529
       67717.75       -43.00000       -68.10505
       67790.80       -43.00000       -68.10542
       67863.84       -43.00000       -68.10519
       67936.89       -43.00000       -68.10556
       68009.94       -43.00000       -68.10530
       68082.98       -43.00000       -68.10569
       68156.03       -43.00000       -68.10547
       68229.08       -43.00000       -68.10580
       68302.12       -43.00000       -68.10557
       68375.17       -43.00000       -68.10594
       68448.22       -43.00000       -68.10569
       68521.27       -43.00000       -68.10607
       68594.31       -43.00000       -68.10586
       68667.36       -43.00000       -68.10622
       68740.41       -43.00000       -68.10601
       68813.45       -43.00000       -68.10637
       68886.50       -43.00000       -68.10610
       68959.55       -43.00000       -68.10647
       69032.59       -43.00000       -68.10624
       69105.64       -43.00000       -68.10659
       69178.69       -43.00000       -68.10635
       69251.73       -43.00000       -68.10671
       69324.78       -43.00000       -68.10645
       69397.83       -43.00000       -68.10681
       69470.88       -43.00000       -68.10658
       69543.92       -43.00000       -68.10694
       69616.97       -43.00000       -68.10673
       69690.02       -43.00000       -68.10709
       69763.06       -43.00000       -68.10682
       69836.11       -43.00000       -68.10718
       69909.16       -43.00000       -68.10696
       69982.20       -43.00000       -68.10728
       70055.25       -43.00000       -68.10704
       70128.30       -43.00000       -68.10741
       70201.34       -43.00000       -68.10714
       70274.39       -43.00000       -68.10749
       70347.44       -43.00000       -68.10725
       70420.48       -43.00000       -68.10760
       70493.53       -43.00000       -68.10735
       70566.58       -43.00000       -68.10771
       70639.62       -43.00000       -68.10745
       70712.67       -43.00000       -68.10780
       70785.72       -43.00000       -68.10755
       70858.77       -43.00000       -68.10787
       70931.81       -43.00000       -68.10762
       71004.86       -43.00000       -68.10797
       71077.91       -43.00000       -68.10772
       71150.95       -43.00000       -68.10809
       71224.00       -43.00000       -68.10783
       71297.05       -43.00000       -68.10816
       71370.09       -43.00000       -68.10791
       71443.14       -43.00000       -68.10826
       71516.19       -43.00000       -68.10798
       71589.23       -43.00000       -68.10833
       71662.28       -43.00000       -68.10810
       71735.33       -43.00000       -68.10842
       71808.38       -43.00000       -68.10816
       71881.42       -43.00000       -68.10851
       71954.47       -43.00000       -68.10823
       72027.52       -43.00000       -68.10858
       72100.56       -43.00000       -68.10834
       72173.61       -43.00000       -68.10870
       72246.66       -43.00000       -68.10847
       72319.70       -43.00000       -68.10880
       72392.75       -43.00000       -68.10851
       72465.80       -43.00000       -68.10886
       72538.84       -43.00000       -68.10860
       72611.89       -43.00000       -68.10892
       72684.94       -43.00000       -68.10867
       72757.98       -43.00000       -68.10902
       72831.03       -43.00000       -68.10873
       72904.08       -43.00000       -68.10907
       72977.12       -43.00000       -68.10881
       73050.17       -43.00000       -68.10915
       73086.70       -43.00000       -67.90879
       73123.22       -43.00000       -67.70992
       73159.74       -43.00000       -67.51154
       73196.27       -43.00000       -67.31372
       73232.79       -43.00000       -67.11649
       73269.31       -43.00000       -66.91989
       73305.84       -43.00000       -66.72398
       73342.36       -43.00000       -66.52881
       73378.88       -43.00000       -66.33443
       73415.41       -43.00000       -66.14085
       73451.93       -43.00000       -65.94806
       73488.45       -43.00000       -65.75610
       73524.98       -43.00000       -65.56501
       73561.50       -43.00000       -65.37480
       73598.02       -43.00000       -65.18549
       73634.55       -43.00000       -64.99714
       73671.07       -43.00000       -64.80975
       73707.59       -43.00000       -64.62329
       73744.12       -43.00000       -64.43778
       73780.64       -43.00000       -64.25323
       73817.16       -43.00000       -64.06966
       73853.69       -43.00000       -63.88706
       73890.21       -43.00000       -63.70543
       73926.73       -43.00000       -63.52480
       73963.26       -42.87500       -63.34515
       73999.78       -42.86646       -63.16663
       74036.30       -42.85101       -62.98909
       74072.83       -42.82770       -62.81256
       74109.35       -42.79563       -62.63701
       74145.88       -42.75404       -62.46247
       74182.40       -42.70229       -62.28894
       74218.92       -42.63987       -62.11641
       74255.45       -42.56638       -61.94489
       74291.97       -42.48157       -61.77438
       74328.49       -42.38533       -61.60489
       74365.02       -42.28168       -61.43638
       74401.54       -42.17373       -61.26891
       74438.06       -42.05685       -61.10245
       74474.59       -41.93178       -60.93700
       74511.11       -41.79940       -60.77254
       74547.63       -41.66063       -60.60909
       74584.16       -41.51648       -60.44664
       74620.68       -41.36793       -60.28515
       74657.20       -41.21595       -60.12465
       74693.73       -41.06177       -59.96513
       74730.25       -40.90604       -59.80657
       74766.77       -40.74937       -59.64894
       74803.30       -40.59287       -59.49229
       74839.82       -40.56156       -59.33654
       74876.34       -40.41257       -59.18165
       74912.87       -40.26691       -59.02764
       74949.39       -40.12547       -58.87460
       74985.91       -39.98719       -58.72239
       75022.44       -39.85327       -58.57116
       75058.96       -39.72212       -58.42075
       75095.48       -39.59508       -58.27130
       75132.01       -39.47133       -58.12306
       75168.53       -39.35025       -57.97533
       75205.05       -39.23204       -57.82887
       75241.58       -39.11598       -57.68285
       75278.10       -39.00248       -57.53765
       75314.62       -38.89528       -57.39326
       75351.15       -38.79023       -57.24968
       75387.67       -38.68718       -57.10691
       75424.20       -38.58596       -56.96495
       75460.72       -38.48648       -56.82379
       75497.24       -38.38859       -56.68342
       75533.77       -38.29222       -56.54385
       75570.29       -38.19750       -56.40504
       75606.81       -38.10421       -56.26701
       75643.34       -38.01234       -56.12975
       75679.86       -37.92180       -55.99326
       75716.38       -37.83252       -55.85752
       75752.91       -37.74449       -55.72253
       75789.43       -37.65768       -55.58830
       75825.95       -37.57191       -55.45480
       75862.48       -37.48735       -55.32205
       75899.00       -37.40834       -55.18996
       75935.52       -37.33002       -55.05858
       75972.05       -37.25273       -54.92795
       76008.57       -37.17633       -54.79804
       76045.09       -37.10089       -54.66882
       76081.62       -37.02619       -54.54025
       76118.14       -36.95274       -54.41247
       76154.66       -36.88000       -54.28532
       76191.19       -36.80833       -54.15889
       76227.71       -36.73727       -54.03309
       76264.23       -36.66733       -53.90804
       76300.76       -36.59788       -53.78355
       76337.28       -36.53005       -53.65982
       76373.80       -36.46360       -53.53661
       76410.33       -36.39304       -53.41391
       76446.85       -36.32809       -53.29213
       76483.38       -36.26478       -53.17121
       76519.90       -36.20158       -53.05055
       76556.42       -36.14005       -52.93089
       76592.95       -36.07837       -52.81141
       76629.47       -36.01848       -52.69298
       76665.99       -35.95841       -52.57470
       76702.52       -35.90013       -52.45751
       76739.04       -35.84153       -52.34042
       76775.56       -35.78476       -52.22445
       76812.09       -35.72758       -52.10856
       76848.61       -35.67228       -51.99385
       76885.13       -35.61641       -51.87916
       76921.66       -35.56329       -51.76562
       76958.18       -35.50519       -51.65242
       76994.70       -35.45324       -51.54028
       77031.23       -35.40201       -51.42869
       77067.75       -35.35153       -51.31768
       77104.27       -35.30169       -51.20720
       77140.80       -35.25256       -51.09734
       77177.32       -35.20389       -50.98795
       77213.84       -35.15605       -50.87925
       77250.37       -35.10867       -50.77102
       77286.89       -35.06190       -50.66340
       77323.41       -35.01562       -50.55628
       77359.94       -34.96996       -50.44981
       77396.46       -34.92560       -50.34378
       77432.98       -34.87616       -50.23812
       77469.51       -34.83244       -50.13345
       77506.03       -34.78909       -50.02939
       77542.55       -34.74631       -49.92576
       77579.08       -34.70407       -49.82268
       77615.60       -34.66227       -49.72009
       77652.12       -34.62105       -49.61805
       77688.65       -34.58026       -49.51653
       77725.17       -34.54004       -49.41558
       77761.70       -34.50021       -49.31512
       77798.22       -34.46093       -49.21522
       77834.74       -34.42199       -49.11580
       77871.27       -34.38449       -49.01699
       77907.79       -34.34170       -48.91838
       77944.31       -34.30467       -48.82082
       77980.84       -34.26804       -48.72376
       78017.36       -34.23171       -48.62718
       78053.88       -34.19577       -48.53124
       78090.41       -34.16037       -48.43582
       78126.93       -34.12539       -48.34093
       78163.45       -34.09060       -48.24652
       78199.98       -34.05640       -48.15271
       78236.50       -34.02251       -48.05944
       78273.02       -33.98912       -47.96682
       78309.55       -33.95678       -47.87464
       78346.07       -33.91939       -47.78286
       78382.59       -33.88736       -47.69210
       78419.12       -33.85565       -47.60181
       78455.64       -33.82433       -47.51212
       78492.16       -33.79334       -47.42300
       78528.69       -33.76271       -47.33442
       78565.21       -33.73226       -47.24638
       78601.73       -33.70228       -47.15882
       78638.26       -33.67264       -47.07204
       78674.78       -33.64318       -46.98570
       78711.30       -33.61486       -46.89980
       78747.83       -33.58133       -46.81466
       78784.35       -33.55325       -46.73046
       78820.88       -33.52544       -46.64668
       78857.40       -33.49792       -46.56336
       78893.92       -33.47069       -46.48045
       78930.45       -33.44373       -46.39803
       78966.97       -33.41700       -46.31615
       79003.49       -33.39058       -46.23486
       79040.02       -33.36426       -46.15453
       79076.54       -33.33831       -46.07455
       79113.06       -33.31343       -45.99565
       79149.59       -33.28328       -45.91696
       79186.11       -33.25850       -45.83913
       79222.63       -33.23389       -45.76164
       79259.16       -33.20969       -45.68471
       79295.68       -33.18568       -45.60841
       79332.20       -33.16187       -45.53247
       79368.73       -33.13999       -45.45835
       79405.25       -33.11714       -45.38419
       79441.77       -33.09433       -45.31098
       79478.30       -33.07231       -45.23831
       79514.82       -33.04483       -45.16560
       79551.34       -33.02291       -45.09447
       79587.87       -33.00107       -45.02368
       79624.39       -32.97908       -44.95304
       79660.91       -32.95783       -44.88326
       79697.44       -32.93653       -44.81402
       79733.96       -32.91527       -44.74504
       79770.48       -32.89569       -44.67780
       79807.01       -32.87449       -44.61015
       79843.53       -32.85475       -44.54427
       79880.05       -32.82926       -44.47848
       79916.58       -32.80866       -44.41338
       79953.10       -32.78797       -44.34936
       79989.62       -32.76726       -44.28567
       80026.15       -32.74656       -44.22225
       80062.67       -32.72580       -44.15918
       80099.20       -32.70467       -44.09681
       80135.72       -32.68502       -44.03629
       80172.24       -32.66332       -43.97720
       80208.77       -32.64215       -43.91865
       80245.29       -32.61462       -43.86035
       80281.81       -32.59195       -43.80283
       80318.34       -32.56788       -43.74776
       80354.86       -32.54278       -43.69289
       80391.38       -32.51714       -43.63870
       80427.91       -32.49085       -43.58579
       80464.43       -32.46509       -43.53373
       80500.95       -32.43714       -43.48166
       80537.48       -32.40952       -43.42972
       80574.00       -32.37201       -43.38121
       80610.52       -32.33756       -43.33212
       80647.05       -32.29853       -43.28569
       80683.57       -32.25797       -43.23949
       80720.09       -32.21680       -43.19300
       80756.62       -32.17796       -43.14762
       80793.14       -32.13812       -43.10178
       80829.66       -32.09904       -43.05542
       80866.19       -32.05536       -43.01105
       80902.71       -32.01551       -43.00000
       80939.23       -31.93914       -43.00000
       80975.76       -31.87194       -43.00000
       81012.28       -31.81336       -43.00000
       81048.80       -31.75830       -43.00000
       81085.33       -31.70694       -43.00000
       81121.85       -31.65915       -43.00000
       81158.38       -31.61612       -43.00000
       81194.90       -31.57183       -43.00000
       81231.42       -31.52551       -43.00000
       81267.95       -31.47939       -43.00000
       81304.47       -31.43112       -43.00000
       81340.99       -31.38387       -43.00000
       81377.52       -31.33803       -43.00000
       81414.04       -31.29676       -43.00000
       81450.56       -31.25336       -43.00000
       81487.09       -31.21069       -43.00000
       81523.61       -31.17045       -43.00000
       81560.13       -31.13025       -43.00000
       81596.66       -31.08949       -43.00000
       81633.18       -31.04997       -43.00000
       81669.70       -31.01378       -43.00000
       81706.23       -30.97527       -43.00000
       81742.75       -30.93989       -43.00000
       81779.27       -30.90283       -43.00000
       81815.80       -30.86645       -43.00000
       81852.32       -30.83015       -43.00000
       81888.84       -30.79493       -43.00000
       81925.37       -30.76353       -43.00000
       81961.89       -30.73153       -43.00000
       81998.41       -30.69784       -43.00000
       82034.94       -30.66523       -43.00000
       82071.46       -30.63266       -43.00000
       82107.98       -30.60017       -43.00000
       82144.51       -30.57208       -43.00000
       82181.03       -30.54351       -43.00000
       82217.55       -30.51372       -43.00000
       82254.08       -30.48369       -43.00000
       82290.60       -30.45414       -43.00000
       82327.12       -30.42507       -43.00000
       82363.65       -30.39636       -43.00000
       82400.17       -30.37369       -43.00000
       82436.70       -30.34656       -43.00000
       82473.22       -30.31960       -43.00000
       82509.74       -30.29284       -43.00000
       82546.27       -30.26645       -43.00000
       82582.79       -30.24284       -43.00000
       82619.31       -30.22173       -43.00000
       82655.84       -30.19759       -43.00000
       82692.36       -30.17274       -43.00000
       82728.88       -30.14903       -43.00000
       82765.41       -30.12551       -43.00000
       82801.93       -30.10481       -43.00000
       82838.45       -30.08541       -43.00000
       82874.98       -30.06402       -43.00000
       82911.50       -30.04244       -43.00000
       82948.02       -30.02099       -43.00000
       82984.55       -30.00172       -43.00000
       83021.07       -29.98163       -43.00000
       83057.59       -29.96478       -43.00000
       83094.12       -29.94540       -43.00000
       83130.64       -29.92505       -43.00000
       83167.16       -29.90636       -43.00000
       83203.69       -29.88913       -43.00000
       83240.21       -29.87097       -43.00000
       83276.73       -29.85579       -43.00000
       83313.26       -29.83850       -43.00000
       83349.78       -29.82058       -43.00000
       83386.30       -29.80451       -43.00000
       83422.83       -29.78706       -43.00000
       83459.35       -29.77074       -43.00000
       83495.88       -29.75698       -43.00000
       83532.40       -29.74047       -43.00000
       83568.92       -29.72581       -43.00000
       83605.45       -29.71065       -43.00000
       83641.97       -29.69513       -43.00000
       83678.49       -29.67988       -43.00000
       83715.02       -29.66816       -43.00000
       83751.54       -29.65522       -43.00000
       83788.06       -29.64083       -43.00000
       83824.59       -29.62595       -43.00000
       83861.11       -29.61170       -43.00000
       83897.63       -29.59750       -43.00000
       83934.16       -29.58885       -43.00000
       83970.68       -29.57608       -43.00000
       84007.20       -29.56315       -43.00000
