PKUID,ID,ROW,COL,BORDER,ACTIVE,TOP,BOTTOM,THICKNESS,STRT,KX,KY,KZ,SS,SY,NT,NE,WETDRY
5072,0,50,72,0,1,1.3006,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5073,0,50,73,0,1,0.7954,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5074,0,50,74,0,1,0.6448,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5075,0,50,75,0,1,1.5421,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5076,0,50,76,0,1,1.5928,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5077,0,50,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5078,0,50,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5079,0,50,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5080,0,50,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5081,0,50,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5082,0,50,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5083,0,50,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5084,0,50,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5085,0,50,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5086,0,50,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5087,0,50,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5088,0,50,88,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5089,0,50,89,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5090,0,50,90,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5091,0,50,91,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5092,0,50,92,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5093,0,50,93,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5094,0,50,94,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5095,0,50,95,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5096,0,50,96,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5097,0,50,97,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5098,0,50,98,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5099,0,50,99,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5100,0,50,100,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5101,0,49,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5102,0,49,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5103,0,49,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5104,0,49,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5105,0,49,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5106,0,49,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5107,0,49,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5108,0,49,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5109,0,49,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5110,0,49,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5111,0,49,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5112,0,49,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5113,0,49,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5114,0,49,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5115,0,49,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5116,0,49,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5117,0,49,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5118,0,49,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5119,0,49,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5120,0,49,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5121,0,49,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5122,0,49,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5123,0,49,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5124,0,49,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5125,0,49,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5126,0,49,26,0,1,0.0836,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5127,0,49,27,0,1,3.4602,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5128,0,49,28,0,1,7.1718,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5129,0,49,29,0,1,11.1641,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5130,0,49,30,0,1,14.559,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5131,0,49,31,0,1,16.1206,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5132,0,49,32,0,1,16.8534,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5133,0,49,33,0,1,17.0414,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5134,0,49,34,0,1,16.9126,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5135,0,49,35,0,1,16.9888,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5136,0,49,36,0,1,16.8372,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5137,0,49,37,0,1,16.7444,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5138,0,49,38,0,1,16.5024,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5139,0,49,39,0,1,16.2235,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5140,0,49,40,0,1,16.2362,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5141,0,49,41,0,1,15.9046,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5142,0,49,42,0,1,15.4739,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5143,0,49,43,0,1,15.0269,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5144,0,49,44,0,1,14.5569,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5145,0,49,45,0,1,13.6589,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5146,0,49,46,0,1,12.5965,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5147,0,49,47,0,1,11.2582,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5148,0,49,48,0,1,10.2993,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5149,0,49,49,0,1,9.1798,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5150,0,49,50,0,1,8.4123,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5151,0,49,51,0,1,8.2127,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5152,0,49,52,0,1,7.9194,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5153,0,49,53,0,1,5.8962,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5154,0,49,54,0,1,3.7399,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5155,0,49,55,0,1,2.5325,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5156,0,49,56,0,1,1.8094,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5157,0,49,57,0,1,1.4686,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5158,0,49,58,0,1,1.2159,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5159,0,49,59,0,1,1.2026,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5160,0,49,60,0,1,1.5416,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5161,0,49,61,0,1,1.8832,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5162,0,49,62,0,1,1.6207,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5163,0,49,63,0,1,1.0176,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5164,0,49,64,0,1,0.7008,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5165,0,49,65,0,1,0.6832,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5166,0,49,66,0,1,0.7215,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5167,0,49,67,0,1,0.6991,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5168,0,49,68,0,1,0.7092,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5169,0,49,69,0,1,0.7832,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5170,0,49,70,0,1,2.2911,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5171,0,49,71,0,1,1.6609,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5172,0,49,72,0,1,1.2515,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5173,0,49,73,0,1,0.6671,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5174,0,49,74,0,1,1.3881,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5175,0,49,75,0,1,3.1543,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5176,0,49,76,0,1,2.021,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5177,0,49,77,0,1,0.0039,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5178,0,49,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5179,0,49,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5180,0,49,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5181,0,49,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5182,0,49,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5183,0,49,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5184,0,49,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5185,0,49,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5186,0,49,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5187,0,49,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5188,0,49,88,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5189,0,49,89,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5190,0,49,90,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5191,0,49,91,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5192,0,49,92,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5193,0,49,93,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5194,0,49,94,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5195,0,49,95,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5196,0,49,96,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5197,0,49,97,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5198,0,49,98,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5199,0,49,99,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5200,0,49,100,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5201,0,48,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5202,0,48,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5203,0,48,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5204,0,48,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5205,0,48,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5206,0,48,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5207,0,48,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5208,0,48,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5209,0,48,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5210,0,48,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5211,0,48,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5212,0,48,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5213,0,48,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5214,0,48,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5215,0,48,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5216,0,48,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5217,0,48,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5218,0,48,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5219,0,48,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5220,0,48,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5221,0,48,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5222,0,48,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5223,0,48,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5224,0,48,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5225,0,48,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5226,0,48,26,0,1,0.0362,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5227,0,48,27,0,1,1.6604,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5228,0,48,28,0,1,7.4102,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5229,0,48,29,0,1,12.0492,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5230,0,48,30,0,1,14.8876,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5231,0,48,31,0,1,16.1861,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5232,0,48,32,0,1,17.9441,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5233,0,48,33,0,1,18.784,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5234,0,48,34,0,1,18.4398,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5235,0,48,35,0,1,18.0423,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5236,0,48,36,0,1,17.4176,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5237,0,48,37,0,1,17.2081,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5238,0,48,38,0,1,16.9733,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5239,0,48,39,0,1,17.1223,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5240,0,48,40,0,1,16.9453,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5241,0,48,41,0,1,16.7471,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5242,0,48,42,0,1,16.1094,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5243,0,48,43,0,1,15.4563,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5244,0,48,44,0,1,14.7844,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5245,0,48,45,0,1,13.8974,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5246,0,48,46,0,1,12.8014,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5247,0,48,47,0,1,11.3718,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5248,0,48,48,0,1,10.3516,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5249,0,48,49,0,1,9.1488,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5250,0,48,50,0,1,8.2973,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5251,0,48,51,0,1,8.2831,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5252,0,48,52,0,1,8.2424,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5253,0,48,53,0,1,6.5426,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5254,0,48,54,0,1,3.6397,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5255,0,48,55,0,1,2.4022,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5256,0,48,56,0,1,1.7732,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5257,0,48,57,0,1,1.4461,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5258,0,48,58,0,1,1.2946,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5259,0,48,59,0,1,1.3909,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5260,0,48,60,0,1,1.5221,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5261,0,48,61,0,1,1.8063,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5262,0,48,62,0,1,1.3088,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5263,0,48,63,0,1,0.742,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5264,0,48,64,0,1,0.7933,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5265,0,48,65,0,1,0.7561,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5266,0,48,66,0,1,0.7308,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5267,0,48,67,0,1,0.7209,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5268,0,48,68,0,1,0.7728,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5269,0,48,69,0,1,1.3084,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5270,0,48,70,0,1,1.8231,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5271,0,48,71,0,1,1.6877,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5272,0,48,72,0,1,1.3083,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5273,0,48,73,0,1,0.6974,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5274,0,48,74,0,1,2.2265,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5275,0,48,75,0,1,3.4056,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5276,0,48,76,0,1,2.1877,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5277,0,48,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5278,0,48,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5279,0,48,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5280,0,48,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5281,0,48,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5282,0,48,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5283,0,48,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5284,0,48,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5285,0,48,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5286,0,48,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5287,0,48,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5288,0,48,88,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5289,0,48,89,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5290,0,48,90,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5291,0,48,91,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5292,0,48,92,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5293,0,48,93,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5294,0,48,94,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5295,0,48,95,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5296,0,48,96,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5297,0,48,97,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5298,0,48,98,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5299,0,48,99,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5300,0,48,100,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5301,0,47,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5302,0,47,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5303,0,47,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5304,0,47,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5305,0,47,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5306,0,47,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5307,0,47,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5308,0,47,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5309,0,47,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5310,0,47,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5311,0,47,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5312,0,47,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5313,0,47,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5314,0,47,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5315,0,47,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5316,0,47,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5317,0,47,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5318,0,47,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5319,0,47,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5320,0,47,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5321,0,47,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5322,0,47,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5323,0,47,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5324,0,47,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5325,0,47,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5326,0,47,26,0,1,0.0072,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5327,0,47,27,0,1,1.6101,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5328,0,47,28,0,1,6.0037,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5329,0,47,29,0,1,11.0492,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5330,0,47,30,0,1,14.5801,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5331,0,47,31,0,1,16.3974,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
5332,0,47,32,0,1,19.1267,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
