PKUID,ID,ROW,COL,BORDER,ACTIVE,TOP,BOTTOM,THICKNESS,STRT,KX,KY,KZ,SS,SY,NT,NE,WETDRY
938,0,91,38,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
939,0,91,39,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
940,0,91,40,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
941,0,91,41,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
942,0,91,42,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
943,0,91,43,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
944,0,91,44,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
945,0,91,45,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
946,0,91,46,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
947,0,91,47,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
948,0,91,48,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
949,0,91,49,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
950,0,91,50,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
951,0,91,51,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
952,0,91,52,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
953,0,91,53,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
954,0,91,54,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
955,0,91,55,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
956,0,91,56,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
957,0,91,57,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
958,0,91,58,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
959,0,91,59,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
960,0,91,60,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
961,0,91,61,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
962,0,91,62,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
963,0,91,63,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
964,0,91,64,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
965,0,91,65,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
966,0,91,66,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
967,0,91,67,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
968,0,91,68,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
969,0,91,69,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
970,0,91,70,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
971,0,91,71,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
972,0,91,72,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
973,0,91,73,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
974,0,91,74,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
975,0,91,75,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
976,0,91,76,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
977,0,91,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
978,0,91,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
979,0,91,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
980,0,91,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
981,0,91,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
982,0,91,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
983,0,91,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
984,0,91,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
985,0,91,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
986,0,91,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
987,0,91,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
988,0,91,88,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
989,0,91,89,0,1,0.0011,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
990,0,91,90,0,1,0.2412,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
991,0,91,91,0,1,0.967,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
992,0,91,92,0,1,2.229,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
993,0,91,93,0,1,3.202,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
994,0,91,94,0,1,4.1473,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
995,0,91,95,0,1,5.2106,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
996,0,91,96,0,1,5.6048,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
997,0,91,97,0,1,6.3985,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
998,0,91,98,0,1,9.6757,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
999,0,91,99,0,1,8.3787,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1000,0,91,100,1,1,6.2001,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1001,0,90,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1002,0,90,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1003,0,90,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1004,0,90,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1005,0,90,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1006,0,90,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1007,0,90,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1008,0,90,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1009,0,90,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1010,0,90,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1011,0,90,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1012,0,90,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1013,0,90,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1014,0,90,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1015,0,90,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1016,0,90,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1017,0,90,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1018,0,90,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1019,0,90,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1020,0,90,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1021,0,90,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1022,0,90,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1023,0,90,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1024,0,90,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1025,0,90,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1026,0,90,26,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1027,0,90,27,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1028,0,90,28,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1029,0,90,29,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1030,0,90,30,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1031,0,90,31,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1032,0,90,32,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1033,0,90,33,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1034,0,90,34,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1035,0,90,35,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1036,0,90,36,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1037,0,90,37,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1038,0,90,38,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1039,0,90,39,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1040,0,90,40,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1041,0,90,41,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1042,0,90,42,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1043,0,90,43,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1044,0,90,44,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1045,0,90,45,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1046,0,90,46,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1047,0,90,47,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1048,0,90,48,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1049,0,90,49,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1050,0,90,50,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1051,0,90,51,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1052,0,90,52,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1053,0,90,53,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1054,0,90,54,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1055,0,90,55,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1056,0,90,56,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1057,0,90,57,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1058,0,90,58,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1059,0,90,59,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1060,0,90,60,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1061,0,90,61,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1062,0,90,62,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1063,0,90,63,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1064,0,90,64,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1065,0,90,65,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1066,0,90,66,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1067,0,90,67,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1068,0,90,68,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1069,0,90,69,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1070,0,90,70,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1071,0,90,71,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1072,0,90,72,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1073,0,90,73,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1074,0,90,74,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1075,0,90,75,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1076,0,90,76,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1077,0,90,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1078,0,90,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1079,0,90,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1080,0,90,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1081,0,90,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1082,0,90,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1083,0,90,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1084,0,90,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1085,0,90,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1086,0,90,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1087,0,90,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1088,0,90,88,0,1,0.04,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1089,0,90,89,0,1,0.4789,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1090,0,90,90,0,1,1.502,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1091,0,90,91,0,1,2.5241,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1092,0,90,92,0,1,3.4607,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1093,0,90,93,0,1,4.1157,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1094,0,90,94,0,1,4.9467,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1095,0,90,95,0,1,5.5333,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1096,0,90,96,0,1,6.4107,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1097,0,90,97,0,1,9.1542,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1098,0,90,98,0,1,8.1986,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1099,0,90,99,0,1,6.2751,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1100,0,90,100,1,1,5.5642,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1101,0,89,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1102,0,89,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1103,0,89,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1104,0,89,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1105,0,89,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1106,0,89,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1107,0,89,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1108,0,89,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1109,0,89,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1110,0,89,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1111,0,89,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1112,0,89,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1113,0,89,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1114,0,89,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1115,0,89,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1116,0,89,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1117,0,89,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1118,0,89,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1119,0,89,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1120,0,89,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1121,0,89,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1122,0,89,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1123,0,89,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1124,0,89,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1125,0,89,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1126,0,89,26,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1127,0,89,27,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1128,0,89,28,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1129,0,89,29,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1130,0,89,30,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1131,0,89,31,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1132,0,89,32,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1133,0,89,33,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1134,0,89,34,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1135,0,89,35,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1136,0,89,36,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1137,0,89,37,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1138,0,89,38,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1139,0,89,39,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1140,0,89,40,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1141,0,89,41,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1142,0,89,42,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1143,0,89,43,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1144,0,89,44,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1145,0,89,45,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1146,0,89,46,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1147,0,89,47,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1148,0,89,48,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1149,0,89,49,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1150,0,89,50,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1151,0,89,51,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1152,0,89,52,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1153,0,89,53,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1154,0,89,54,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1155,0,89,55,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1156,0,89,56,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1157,0,89,57,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1158,0,89,58,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1159,0,89,59,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1160,0,89,60,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1161,0,89,61,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1162,0,89,62,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1163,0,89,63,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1164,0,89,64,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1165,0,89,65,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1166,0,89,66,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1167,0,89,67,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1168,0,89,68,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1169,0,89,69,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1170,0,89,70,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1171,0,89,71,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1172,0,89,72,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1173,0,89,73,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1174,0,89,74,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1175,0,89,75,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1176,0,89,76,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1177,0,89,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1178,0,89,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1179,0,89,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1180,0,89,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1181,0,89,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1182,0,89,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1183,0,89,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1184,0,89,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1185,0,89,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1186,0,89,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1187,0,89,87,0,1,0.1266,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1188,0,89,88,0,1,0.6569,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1189,0,89,89,0,1,1.7356,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1190,0,89,90,0,1,2.8186,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1191,0,89,91,0,1,3.4749,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1192,0,89,92,0,1,4.1684,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1193,0,89,93,0,1,4.7321,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1194,0,89,94,0,1,5.3683,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1195,0,89,95,0,1,6.2475,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1196,0,89,96,0,1,9.0652,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1197,0,89,97,0,1,7.9523,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1198,0,89,98,0,1,6.2363,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1199,0,89,99,0,1,4.9342,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1200,0,89,100,1,1,4.8565,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1201,0,88,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1202,0,88,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
1203,0,88,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
